year,word,score
2013,알고보니,12.588380175532857
2013,투자상품,12.555372363544178
2013,건보료,12.50026625272727
2013,도입,12.497535301254178
2013,연금보험,12.46795776407084
2013,무배당,12.443045056264209
2013,사회공헌,12.404176057595114
2013,어르신,12.390652810498196
2013,주년,12.377763587483608
2013,받고,12.320743885526069
2013,신나는,12.306891772264647
2013,아버지,12.282289356108658
2013,다양한,12.273609308647583
2013,세결여,12.22529556574893
2013,인터뷰,12.224009988710048
2013,잡아라,12.148082851951266
2013,수익,12.123002650255112
2013,결혼,11.997518407147293
2013,중국의,11.993173209363064
2013,전국,11.986403110961923
2013,신한생명,11.962053956845194
2013,이혼,11.949200710005982
2013,focus,11.902412590765586
2013,real,11.842626827343295
2013,먼저,11.781381843002546
2013,실버보험,11.737079535471016
2013,자산관리,11.719504071158164
2013,취업,11.664816732220968
2013,ci보험,11.65256950536562
2013,필요한,11.597304030259286
2013,세이상,11.581588151334463
2013,자살,11.57645424630383
2013,은퇴자,11.54689363760983
2013,일부터,11.529083230673605
2013,아닌,11.431635720041015
2013,아들,11.42729820805621
2013,척추관협착증,11.369342589856371
2013,진료비,11.346455860204415
2013,맞벌이,11.327925502411391
2013,ceo,11.277224778981163
2013,채용,11.273922087585309
2013,베이비붐,11.26241404435118
2013,직장인,11.257254840011393
2013,절세,11.247375091699562
2013,세상읽기,11.230357860194953
2013,신개념,11.22991857670845
2013,한국인,11.224514669293322
2013,노후준비,11.223436150709485
2013,교수,11.218944007946739
2013,수술,11.215714495671884
2013,대책,11.212024831564099
2013,착한,11.19712656509959
2013,업무협약,11.188146943428295
2013,플러스인컴,11.150272856943262
2013,실버상품,11.14206069012602
2013,빈곤층,11.136420357428538
2013,장애인,11.086240182086833
2013,진화하는,11.081875941164954
2013,삶의,11.066601204986977
2013,은퇴준비,11.042554909466222
2013,변신,11.038878300240905
2013,사망,11.02828532913
2013,원전,10.990491037203153
2013,cover,10.971695771258622
2013,대기업,10.966383144002677
2013,아베,10.94943484045228
2013,사람,10.90655455853094
2013,정유미,10.903655266582135
2013,재산리모델링,10.887649349290292
2013,함께하는,10.872392781755297
2013,교보생명,10.842776658563752
2013,줄어,10.824741746317024
2013,선물,10.823898151707377
2013,의료,10.81294979408699
2013,정년연장,10.812495392481475
2013,주택,10.809577520838754
2013,강화,10.776126705592208
2013,자녀,10.763310602908382
2013,매경,10.745099276393892
2013,미래,10.725588698005199
2013,경기,10.707507281903943
2013,콘서트,10.696489475776284
2013,든든,10.680584467158761
2013,은퇴후,10.672410797356571
2013,분석,10.616831263023471
2013,롯데,10.602091220893113
2013,필수,10.48807731943026
2013,현대차,10.462051124934531
2013,다산칼럼,10.43358474183417
2013,갈등,10.417334725578428
2013,보청기,10.392804745143064
2013,주부,10.383360669874975
2013,중장년층,10.351706095102035
2013,노화,10.324509258100585
2013,상가,10.306081889401112
2013,엄마,10.292931801745127
2013,화장품,10.28593779369868
2013,주목,10.274664468311133
2013,소비,10.273201371675784
2013,전문,10.267640810634184
2013,적금,10.252677685061606
2013,개혁,10.23718140982609
2013,것인가,10.210913020840932
2013,청소년,10.208912807454187
2013,추진,10.208489401939923
2013,저소득,10.1993988089282
2013,연장,10.194700743732389
2013,의료봉사,10.18401801351027
2013,공기업,10.165952769289884
2013,할머니,10.137322892419332
2013,공연,10.10806401851667
2013,중증질환,10.0980139827837
2013,보다,10.086622266975056
2013,정책,10.072595521010493
2013,시장,10.055306804782054
2013,예방,10.055087766170686
2013,프로그램,10.026535620172757
2013,경쟁력,10.02186824484461
2013,있어,10.018245308077471
2013,비결,10.010263137934519
2013,논쟁,10.005806369363968
2013,노후대비,9.997523407596615
2013,신년기획,9.992700215433526
2013,많은,9.96660218574018
2013,실버암보험,9.948207438746515
2013,vs,9.937404676886949
2013,통해,9.926520342113724
2013,공개,9.886431634632741
2013,종신보험,9.886093847009702
2013,연금저축계좌,9.872343197216079
2013,중앙시평,9.8683737122032
2013,무료,9.850569376672322
2013,산다,9.850000950328115
2013,아내,9.847437480302254
2013,건강을,9.845787013733478
2013,많아,9.824105642476248
2013,노년,9.80293626719477
2013,oecd,9.793462104442826
2013,진화,9.793006238580528
2013,늘려야,9.766215133744089
2013,수상,9.759242022268257
2013,박해일,9.748743095568503
2013,배로,9.746469419308635
2013,한경매물마당,9.709190525424432
2013,속으로,9.706782974654674
2013,맞아,9.651877633540165
2013,지식,9.62275457813043
2013,하나로,9.618269457768386
2013,적자,9.604082378787755
2013,토요,9.570947486285352
2013,전략,9.561521317008156
2013,전달,9.559572552458723
2013,저소득층,9.53039099896738
2013,젊은,9.518086249150715
2013,삼성생명,9.510256058707256
2013,내가,9.505415143243392
2013,퇴직,9.4938596133872
2013,봉사,9.49041479658198
2013,기회,9.489627727401992
2013,해결,9.452503735879002
2013,유아인,9.416642436303102
2013,financial,9.390299125176018
2013,consulting,9.390299125176018
2013,시시각각,9.389687437876798
2013,대신,9.380659584499693
2013,노년층,9.373803855605589
2013,대학생,9.305002323698366
2013,사는,9.298449112193174
2013,외국인,9.297060730204928
2013,공무원,9.296913972973634
2013,브랜드,9.296431847734356
2013,책과,9.290563397270146
2013,이후,9.280678416407197
2013,보험상품,9.267352967340248
2013,관심,9.256323203234398
2013,보여,9.227468541408683
2013,이벤트,9.198477726453714
2013,회복,9.196811904299333
2013,감독,9.191159949431096
2013,유망,9.186194261346959
2013,재산,9.180945317565662
2013,만든다,9.179872989182023
2013,책꽂이,9.177674083627867
2013,감소,9.168636101259324
2013,늘린다,9.160020012900679
2013,시니어,9.15578262376578
2013,받는다,9.138023074958536
2013,잡는다,9.120533073736253
2013,공급,9.112006246671745
2013,리포트,9.111843854158595
2013,관리,9.091675263488725
2013,수수료,9.04839420649093
2013,넘어,9.031512981525292
2013,자산가,9.030716588064381
2013,인천경기게시판,9.0
2013,마세요,8.989289829910678
2013,미소,8.970299283148595
2013,쑥쑥,8.96913815202106
2013,최고의,8.963889492654271
2013,간병비,8.948811011031278
2013,발표,8.947775759006511
2013,재건축,8.9291151132972
2013,축소,8.923715397068474
2013,너무,8.911335533182394
2013,주는,8.908820294555099
2013,경기도,8.899081583011135
2013,세로,8.868557522198259
2013,lig손보,8.865834207710709
2013,포럼,8.864355410395621
2013,선정,8.85441238655987
2013,보험료,8.841306746081628
2013,위기,8.839319204564626
2013,매출,8.817720172429537
2013,story,8.796253747490937
2013,노인성,8.790093345921594
2013,얼굴,8.786203038920425
2013,일자,8.769974489907337
2013,해법,8.742310494176698
2013,나는,8.739961790274865
2013,수출,8.683907787766401
2013,제공,8.679716706227318
2013,따로,8.672326246752332
2013,라이나생명,8.63174802715292
2013,장기,8.616288698964768
2013,허용,8.607663619702523
2013,lh,8.605668630111298
2013,여행,8.600168345820366
2013,고혈압,8.588314301322425
2013,새로운,8.581785496488944
2013,백신,8.579497375635894
2013,아름다운,8.578361104716224
2013,비밀,8.57833114803045
2013,전면,8.576837950964991
2013,질환,8.564704016784168
2013,가능성,8.538140843072908
2013,남성,8.52184197790196
2013,임금피크제,8.513946235117743
2013,비결은,8.51004960381094
2013,평생,8.507769944878655
2013,매달,8.483648544787647
2013,받으세요,8.44963791478721
2013,마음,8.41621209932262
2013,culture,8.394862679705454
2013,운동,8.380981607162326
2013,연금상품,8.371766881399571
2013,하반기,8.367821848211697
2013,해외,8.353922863020271
2013,입원,8.331555708549937
2013,나를,8.328853375287578
2013,오는,8.320011877904543
2013,point,8.319423480258221
2013,뭔가요,8.317983203934094
2013,별세,8.303312039996314
2013,대한,8.29743763408529
2013,ok,8.253751035580514
2013,시행,8.244024483611831
2013,취재수첩,8.240439487560447
2013,시간선택제,8.220286931503168
2013,일상생활,8.210824488166834
2013,노인이,8.208141328269281
2013,어떠세요,8.206647767762577
2013,사각지대,8.18196473413984
2013,신제윤,8.165633715614932
2013,완벽,8.164119070387532
2013,기초노령연금,8.15703298664624
2013,받아,8.149663480732137
2013,중산층,8.148169851669548
2013,운영,8.127895482391878
2013,가격,8.116466796110455
2013,만난,8.114574477542574
2013,포스코,8.099952880350052
2013,주의보,8.09821960141987
2013,명품,8.082835531615457
2013,열풍,8.078653283087073
2013,만개,8.069598834561294
2013,실손보험,8.057254991692155
2013,수도권,8.054682529092059
2013,사상,8.053866635604196
2013,의료계,8.053522902237594
2013,건강관리,8.051127384195093
2013,나온,8.041235237224011
2013,고용률,8.028995292941815
2013,체결,8.028782309892819
2013,활용,8.020324217398015
2013,신청한,8.013144722095896
2013,역세권,8.000585186014364
2013,주말,7.998639000448902
2013,년까지,7.995868975817962
2013,쏟아진다,7.990816656068031
2013,경영,7.966953014675676
2013,조건,7.956544265112931
2013,증시,7.948696975490525
2013,원격진료,7.938354529524431
2013,nie,7.938246505955328
2013,높아,7.936401046411785
2013,난청,7.924552309835912
2013,못해,7.876122799742959
2013,실천,7.860246669133618
2013,비리,7.858378164049907
2013,reviewbook,7.846758944075375
2013,소식,7.835860456158766
2013,고백,7.822877357244496
2013,지도,7.817326861189535
2013,토요판,7.8124507541509285
2013,주의,7.798044737887688
2013,개선,7.789143396329444
2013,먹거리,7.737072329266906
2013,파킨슨병,7.732816026039698
2013,수혜,7.711139258585593
2013,보장보험,7.709198108254335
2013,소외계층,7.707289354013391
2013,중증치매,7.706035711181944
2013,같은,7.704604147925022
2013,에너지,7.682535404075666
2013,근로장려금,7.676692194273952
2013,열려,7.666730043838462
2013,필요하다,7.66361570718821
2013,머니,7.632493070079674
2013,진지희,7.623862438233114
2013,임금,7.620215054223828
2013,행사,7.611996454438543
2013,소득공제,7.595621564118696
2013,마음의,7.591453878255948
2013,시작,7.579846117760276
2013,도시,7.578429522141101
2013,미국,7.575045650779028
2013,부양,7.571145193966119
2013,저금리시대,7.562887121194629
2013,비법은,7.562842021045665
2013,금융위원장,7.547989347661179
2013,상향,7.546531405273762
2013,출범,7.531588175794472
2013,한국의,7.529911096569915
2013,상반기,7.521657755983956
2013,없이,7.520946287710991
2013,퇴행성관절염,7.5197966316440255
2013,강남,7.495999097857435
2013,생활비,7.490650120615612
2013,경력단절,7.490085990812509
2013,최초,7.470442560503801
2013,치매간병비,7.42776338995599
2013,하루,7.425341865974793
2013,이사장,7.4069883337631754
2013,창출,7.406611234749827
2013,시진핑,7.38945995774012
2013,홀로,7.375680534769466
2013,중년,7.374501957287953
2013,업계,7.3561522333832805
2013,제회,7.351653424569183
2013,배우,7.335932809098658
2013,해법은,7.333616471599767
2013,어디에,7.316641855375195
2013,적극,7.3135169445933075
2013,낮은,7.291479185409149
2013,미래에셋증권,7.290606013941837
2013,내달,7.271715843208662
2013,보는,7.263289445925919
2013,부모,7.249088856942999
2013,고객,7.2474514795259175
2013,위기의,7.2396308100540905
2013,시니어보장보험,7.236815191076025
2013,화제,7.235315820211859
2013,썼다,7.231250711807363
2013,촬영,7.221735512385465
2013,추석,7.212830001010463
2013,기대,7.211359177922843
2013,메리츠화재,7.2072239590603315
2013,고령화가족,7.191355203502315
2013,현대해상,7.170786731037427
2013,제대로,7.168317965187141
2013,마켓인사이트,7.1630952098201925
2013,서소문,7.158248416176057
2013,활성화가,7.152250683240206
2013,왕가네,7.1479577907902945
2013,오래,7.146218277685704
2013,교육라운지,7.122997808321712
2013,김봉구,7.122997808321712
2013,etf,7.100599608288005
2013,미래에셋생명,7.09797299070951
2013,확정,7.096203315048069
2013,쌍용차,7.092343428946488
2013,챙겨,7.091479128766188
2013,노후자금,7.090322431158983
2013,생각,7.073840238100178
2013,폐지,7.066615243846555
2013,년내,7.027528799800853
2013,쌀화환,7.016472929627128
2013,토론,7.014816200515044
2013,현대,7.011844545139352
2013,마케팅,7.000736392260334
2013,준비하라,6.997932939602404
2013,현금,6.996845869448973
2013,대종상,6.984701136128907
2013,낮춰,6.974046192095889
2013,생활건강,6.960612537906578
2013,인가구,6.947512715275962
2013,출신,6.943933347049706
2013,자금,6.941284533215585
2013,취업자,6.94010742209924
2013,힐링,6.936993053666141
2013,전문의,6.936912520079503
2013,노인에,6.936282559014382
2013,총장,6.936246660700591
2013,추석때,6.934806202895674
2013,헬스케어,6.91829186060199
2013,리스타트,6.916442566261927
2013,잇는다,6.895298147420024
2013,사회적,6.894619981305922
2013,위례,6.87197928034503
2013,금리,6.86903518457735
2013,오바마,6.867130241338066
2013,아이들,6.866122257787901
2013,비즈,6.864462538822279
2013,개강,6.845108714352396
2013,친구,6.841601284629233
2013,주식,6.839375161168055
2013,생산성,6.83461885695414
2013,된다,6.8184492464436985
2013,발간,6.816234201559036
2013,규제,6.815694260290495
2013,삼박자,6.812769339731298
2013,나왔다,6.8054768108615065
2013,시퀘스터,6.774858963822792
2013,안티에이징,6.771151823177583
2013,찾아,6.763676092971571
2013,서둘러야,6.762535533842062
2013,모든,6.758424696401649
2013,사람들,6.752422797769492
2013,보험사,6.750397774353724
2013,절반,6.749947874504574
2013,경찰,6.749132999809326
2013,꼼꼼히,6.726183943211985
2013,낮추면,6.719608876750335
2013,눈물,6.704805655167287
2013,가족의,6.685804299076419
2013,이유는,6.6787327079098695
2013,세금,6.671118592771511
2013,폐렴,6.654917835008584
2013,선택,6.653742730542719
2013,통증,6.644063044808823
2013,전쟁,6.628105580032577
2013,마마,6.5990997593196745
2013,원더풀,6.5990997593196745
2013,news,6.5906076020107704
2013,않는,6.583538197393221
2013,척추,6.581554979277715
2013,줄고,6.559325218705915
2013,현장,6.550114546408114
2013,수명,6.544640571650922
2013,퇴직금,6.540412001794686
2013,찬성,6.531849448924885
2013,마련,6.531771053324951
2013,시한폭탄,6.522954216111531
2013,진행,6.50708444508104
2013,프로젝트,6.50520392536327
2013,하고,6.488024459550465
2013,빅데이터,6.4830617770370615
2013,활짝,6.477392747470445
2013,작년,6.473995920369197
2013,모델,6.4704648099945405
2013,폐업,6.466312848829751
2013,기자,6.462747671082368
2013,마지막,6.4573256635820755
2013,매력,6.436166089595035
2013,대통령,6.435130987415984
2013,출연,6.428904015061296
2013,징역,6.4180078508973635
2013,th,6.417588086466101
2013,기증,6.4075537644901415
2013,시간제,6.387077725827236
2013,힐스테이트,6.379444918709801
2013,시급,6.376266071141309
2013,베스트,6.358107424573703
2013,새로,6.352897288689149
2013,열애,6.351708994341932
2013,보고,6.344062045240878
2013,창조경제,6.334056562890983
2013,될까,6.330623631863919
2013,년부터,6.330042857502035
2013,빠진,6.309618273613962
2013,골절,6.3066181231772145
2013,조정,6.306539103706644
2013,울리는,6.30187425279639
2013,월급,6.290029337941741
2013,진짜,6.285826324819704
2013,나서,6.2738235252386785
2013,넘어도,6.2626152134926505
2013,임직원,6.2597655687241485
2013,윤제문,6.252004674962097
2013,시청률,6.248585004858101
2013,진주의료원,6.239909285559645
2013,스트레스,6.232896299591139
2013,cj,6.226185532196799
2013,역사,6.222624212169602
2013,년엔,6.2174309164425985
2013,채소,6.216136523903225
2013,추락,6.214111104023874
2013,전용,6.211607045710548
2013,중소기업,6.2087700406753035
2013,퇴행성,6.202790572116946
2013,코너,6.190023182656768
2013,생글기자,6.190023182656768
2013,프랜차이즈,6.180532671350864
2013,지키는,6.178184521370755
2013,래미안,6.175544802843733
2013,무릎,6.174734345316788
2013,의사,6.173187289865416
2013,문화,6.171815936175037
2013,노인연금에만,6.171761785881201
2013,사병월급,6.171761785881201
2013,근로자,6.170491354446842
2013,fooddining,6.1701971832651195
2013,스펙,6.169462879089325
2013,틀니,6.1678694443356425
2013,못한,6.145157077501942
2013,다이어트,6.135141708360543
2013,돌아온,6.134798191262403
2013,없어도,6.130759473717787
2013,보면,6.129706247952832
2013,한화손보,6.12732733071913
2013,음식,6.115018103531133
2013,빈곤율,6.107164832127217
2013,활성화,6.101381942926429
2013,줄여야,6.09279193961294
2013,직업,6.089763363105247
2013,중소형,6.088833763812877
2013,여성에,6.08853844252655
2013,하는,6.087005317823554
2013,우려,6.0855168445227195
2013,늙어가는,6.076383360913243
2013,대폭,6.068410824764498
2013,아시아,6.059005358233004
2013,부회장,6.0563627163311775
2013,쉽게,6.037471220334528
2013,꽃보다,6.031271992061916
2013,감동,6.030040754805511
2013,행복,6.027969318826242
2013,기로에,6.025589689888693
2013,선물하세요,6.025223480381667
2013,원장,6.0209672283777635
2013,요즘,6.019935722365648
2013,예방접종,6.019215778914838
2013,폭행,6.018990234957309
2013,진단,6.017923355220624
2013,조기,6.011031410195664
2013,소비자,6.010870782097167
2013,대비를,6.004794340193184
2013,사회적기업,6.002441541529717
2013,가보니,6.001201009099518
2013,여자,5.996854216307746
2013,늘었다,5.9954521544335675
2013,만남,5.99541733659912
2013,신간,5.991500124998578
2013,기업들,5.9818888012974405
2013,목표,5.981271408548141
2013,성장동력,5.98041922955609
2013,수요,5.97582055453133
2013,집중관찰,5.964049749544515
2013,커피,5.958015375182105
2013,나이먹기,5.956076310360725
2013,나이들기,5.956076310360725
2013,라이나,5.954894549536767
2013,연탄,5.948798830858615
2013,장관,5.931619298770494
2013,신편입생,5.930986478814565
2013,두려운,5.922900711202982
2013,고령화의,5.918321641975131
2013,어머니,5.9166496262376675
2013,이렇게,5.90593942682525
2013,종합,5.900760727083485
2013,인공관절,5.894029602835066
2013,필요한가,5.876306239535783
2013,건강검진을,5.871840808827368
2013,mbn한,5.8690929341023494
2013,보험금,5.8679940653729386
2013,맞짱,5.864295076847487
2013,세기,5.857084553440775
2013,가입자,5.856786938564211
2013,직접,5.854367830278339
2013,한국이,5.853596896742279
2013,명은,5.851435858761895
2013,천만원,5.846618700619801
2013,등장,5.845959347827924
2013,정겨운,5.842867101507832
2013,빌딩,5.835621028079373
2013,수직증축,5.828418712342341
2013,x파일,5.826292107178258
2013,인재,5.825483451353502
2013,직종,5.81800731048195
2013,비타민,5.816926389068583
2013,휴가,5.816124033005256
2013,대선,5.807303466279484
2013,기술,5.8061507832542985
2013,보이는,5.803793841187982
2013,특허청,5.803357558268736
2013,있어요,5.802100095163054
2013,기능,5.801267613797247
2013,참여,5.7871495391951795
2013,캠페인,5.784704929936461
2013,서로,5.784075001318798
2013,비법,5.783416958113295
2013,실버를,5.777843514742784
2013,맛있는,5.776285275207445
2013,사진,5.773110408720237
2013,매일,5.7617077733542805
2013,인생대학,5.76120338439733
2013,우리동네,5.760344322792361
2013,저렴,5.759517636353917
2013,커버스토리,5.75140465038023
2013,개월,5.745565747020141
2013,커져,5.741799491826017
2013,대학,5.740867827255719
2013,건강하게,5.737886570451922
2013,열어,5.737721800666717
2013,연예인,5.733991168213238
2013,가수,5.732260570474826
2013,보니,5.731687223825117
2013,활동,5.728132768936752
2013,부인,5.724250991064108
2013,자화상,5.709427124718292
2013,헬스케어펀드,5.705727755468412
2013,층탑,5.698575558124591
2013,경제신문은,5.698575558124591
2013,내친구,5.698575558124591
2013,높은,5.696285439279544
2013,추가,5.691975320127742
2013,노후대책,5.689177611322021
2013,실적,5.6865361369924585
2013,사이,5.6853258563827085
2013,개막,5.679053959020032
2013,국가,5.669961263338127
2013,고령,5.664195637804139
2013,외로운,5.663362567629903
2013,노사,5.656568091250188
2013,로드쇼,5.648806234294534
2013,선진국,5.63825071898898
2013,의무화,5.633088776326884
2013,부활,5.62526525283096
2013,골드플랜,5.614247689184442
2013,명이,5.6078446961132205
2013,당신의,5.600239601492479
2013,매경데스크,5.599964940455874
2013,김성주,5.599790921802175
2013,멋진,5.595275825823197
2013,각광,5.594181582374876
2013,수익형,5.58287796876792
2013,중장년,5.5824394316422845
2013,살해,5.581399163536866
2013,생생칼럼,5.567258979473606
2013,출간,5.566118584729766
2013,낡은,5.564754047867334
2013,아픈,5.557653138667322
2013,하면,5.557111617705442
2013,특수렌즈,5.543877648780887
2013,대세,5.5431140755470425
2013,통합보험,5.542095684161751
2013,실버세대,5.541276472899131
2013,금융사,5.538453413339067
2013,오늘,5.534818656906046
2013,계약,5.534702712728674
2013,여명,5.52721690751067
2013,말고,5.5250446733106005
2013,월세,5.523242244483165
2013,소유주만,5.520163293913705
2013,실버,5.5116359227920215
2013,학대,5.502155887375811
2013,저축,5.499383055612607
2013,사고,5.492260875468085
2013,향기,5.4892215437034
2013,금리우대,5.48872229027332
2013,요양병원,5.487050337062324
2013,매경이,5.486788973856705
2013,금연,5.476311085230595
2013,발행,5.4738463522916705
2013,통장,5.473594075867657
2013,복지공약,5.472960925869174
2013,어린이집,5.466033556555102
2013,실버사원,5.460144020356172
2013,외면,5.456865468390859
2013,연기,5.454195190747888
2013,절세상품,5.452295590377169
2013,액티브시니어가,5.451969630218889
2013,됐다,5.44725302956771
2013,코리아,5.446124573387023
2013,속에,5.44373394803011
2013,적발,5.411051666246996
2013,당선작,5.4059202348093285
2013,신상품,5.404891456080159
2013,직업은,5.404109464366845
2013,관절염,5.401468792113345
2013,줄줄이,5.400137670030817
2013,주요뉴스,5.397138846947602
2013,공인중개사,5.392398602735371
2013,자꾸,5.391887812188779
2013,죽음,5.391496521818516
2013,동부화재,5.387456757729212
2013,한가위,5.383524081776396
2013,알고,5.382513414789152
2013,과태료,5.379469143056294
2013,상승,5.377766429960836
2013,mbn을,5.377269427392592
2013,브리핑해드립니다,5.377269427392592
2013,관절,5.374902414223161
2013,돌봄,5.368085802829735
2013,뜨는,5.361145564755869
2013,이유가,5.357665083309769
2013,세대갈등,5.357025275249872
2013,그림자,5.3536878317667815
2013,취재일기,5.34278714465814
2013,불안,5.339183587980939
2013,사회공헌활동,5.3366538377574315
2013,집값,5.336418206006784
2013,달라지는,5.334115176041504
2013,대형,5.334013205711116
