,전체주중주말,주운행선,운행년월,일수,주말수,주중수,공휴일수,명절수,공급차량수,공급좌석합계수,승차수입금액,승차인원수,승차연인거리,좌석거리,1인당수입율,공급대비승차율,운행대비고객이동,관광,일반,일반/관광,대수송,임시,확정,시발역,종착역,열차운행횟수
255,전체,전라선,2015-06-01,30,12,18,1,0,6600,322024,5895133300,190012,479132352,1292405904,927746.6426863694,17.68432239511741,84.67840362619378,0.0,420.0,0.0,0.0,0.0,420.0,120,120,600
256,전체,전라선,2015-07-01,31,13,18,0,0,6820,334120,8098786700,264437,676754213,1341018512,948989.2819988908,24.516081952333483,64.71310178964112,0.0,312.0,163.0,0.0,0.0,475.0,124,124,620
257,전체,전라선,2015-08-01,31,14,17,1,0,6820,340810,9591636000,308190,816894234,1371341862,963196.3894565614,28.015847871033284,54.16485224240641,0.0,14.0,428.0,0.0,0.0,442.0,124,124,620
258,전체,전라선,2015-09-01,30,12,18,3,3,6712,337920,8885326200,286982,726126714,1358853595,925571.4386618054,25.293197373364194,60.57043831780974,0.0,89.0,350.0,70.0,14.0,355.0,120,120,614
259,전체,전라선,2015-10-01,31,14,17,2,0,6820,342400,9852533300,319081,818182697,1377712378,955100.3289818232,28.846322810095607,55.30710482271208,0.0,15.0,427.0,0.0,0.0,442.0,124,124,620
260,전체,전라선,2015-11-01,30,13,17,0,0,6600,330982,9433181434,305829,777317167,1331751538,921947.5542932386,27.67811306158662,55.04114241755149,0.0,22.0,411.0,0.0,0.0,433.0,120,120,600
261,전체,전라선,2015-12-01,31,12,19,1,0,6820,341479,9437021726,307853,784324055,1373989540,949306.8842777731,27.91832811175125,57.178886922220634,0.0,21.0,423.0,0.0,0.0,444.0,124,124,620
262,전체,전라선,2016-01-01,31,15,16,1,0,6820,342364,9590494410,309948,804408635,1377397642,961363.2660647526,28.06483158275987,54.743032921691515,0.0,30.0,414.0,0.0,0.0,444.0,124,124,620
263,전체,전라선,2016-02-01,29,12,17,3,3,6476,325196,9509427265,304999,792200395,1307799998,904462.8024785578,27.13754828659371,49.86949351466289,0.0,120.0,302.0,84.0,12.0,326.0,116,116,592
264,전체,전라선,2016-03-01,31,12,19,1,0,6820,342364,8840170429,288242,727952019,1377397642,956778.774736472,26.099420499818905,62.13100725012112,0.0,138.0,338.0,0.0,0.0,476.0,124,124,620
265,전체,전라선,2016-04-01,30,14,16,0,0,6658,334066,9615447902,313780,801759411,1343436995,921179.2536117042,28.14557676954338,52.65611507605815,0.0,148.0,326.0,0.0,6.0,468.0,122,120,606
266,전체,전라선,2016-05-01,31,13,18,3,0,6964,348898,10459590962,343019,878632514,1402984786,952191.4261954239,30.34715310381245,52.23977653962132,0.0,150.0,349.0,0.0,18.0,481.0,124,124,638
267,전체,전라선,2016-06-01,30,12,18,1,0,6600,331320,9281666184,304391,779068552,1332965460,919144.6352779572,27.561662441144513,54.113740770183995,0.0,139.0,326.0,0.0,0.0,465.0,120,120,600
268,전체,전라선,2016-07-01,31,15,16,0,0,6820,342364,9908865547,320016,829668211,1377397642,961715.502266492,28.976457805143063,53.40097667368513,0.0,147.0,330.0,0.0,0.0,477.0,124,124,620
269,전체,전라선,2016-08-01,31,12,19,1,0,6820,342364,10397574221,333649,876234272,1377397642,966943.5288356671,30.210883737776168,50.05322035720585,0.0,143.0,336.0,0.0,0.0,479.0,124,124,620
270,전체,전라선,2016-09-01,30,13,17,3,3,6792,341160,10062736117,325617,825756968,1371498900,928148.6406253082,28.451437991047765,52.20311379396328,0.0,189.0,262.0,84.0,12.0,355.0,120,120,624
271,전체,전라선,2016-10-01,31,14,17,2,0,6820,342364,10861737431,361982,899377118,1377397642,934061.1707396944,32.77634914885911,49.54448646657051,0.0,148.0,321.0,0.0,0.0,469.0,124,124,620
272,전체,전라선,2016-11-01,30,12,18,0,0,6180,309438,9808497087,330589,813434914,1245295227,893566.7754435141,32.03472210302597,47.66466935217187,0.0,166.0,289.0,0.0,0.0,455.0,120,120,600
273,전체,전라선,2016-12-01,31,14,17,1,0,9632,475561,12347559227,434583,1021387836,1921684896,884795.0503246894,28.567109786359808,60.44527612541148,0.0,70.0,350.0,0.0,12.0,408.0,147,147,804
274,전체,전라선,2017-01-01,31,13,18,4,3,10840,534550,13543540748,457328,1121690197,2163676876,914995.7706299665,26.420271122596358,62.69842488279923,0.0,122.0,300.0,60.0,22.0,340.0,155,155,880
275,전체,전라선,2017-02-01,28,12,16,0,0,9632,473760,12070065284,417879,998735234,1916222448,809194.410710428,24.68639282555571,55.94485522003423,0.0,18.0,330.0,0.0,0.0,348.0,140,140,784
276,전체,전라선,2017-03-01,31,13,18,1,0,10872,537390,12410125129,430746,1022384311,2175571460,894254.7451451744,24.705674959487798,69.8820075204238,0.0,73.0,358.0,0.0,0.0,431.0,155,155,868
277,전체,전라선,2017-04-01,30,14,16,0,0,10776,535455,14018557793,482873,1165060709,2152447275,873089.6929679096,26.904121966683096,59.24716868247009,0.0,107.0,365.0,0.0,2.0,470.0,178,150,869
278,전체,전라선,2017-05-01,31,12,19,3,0,11112,554753,15000636968,519376,1248530635,2228800326,897718.1978268153,28.90090277477024,60.02113302181143,0.0,167.0,361.0,0.0,1.0,527.0,186,155,900
279,전체,전라선,2017-06-01,30,13,17,1,0,10768,539385,13303650136,452016,1082503821,2167769968,883239.0322955854,25.042948642486834,62.78662169826444,0.0,279.0,244.0,0.0,0.0,523.0,180,150,870
280,전체,전라선,2017-07-01,31,14,17,0,0,11136,558102,13444378321,449981,1100243365,2242945827,926359.5425226314,24.91364660006301,65.8986299695019,0.0,331.0,204.0,0.0,0.0,535.0,186,155,899
281,전체,전라선,2017-08-01,31,12,19,1,0,11104,556119,14872185046,500958,1245668370,2234846451,919627.1702010928,27.8552919798761,57.26297030815692,0.0,321.0,207.0,0.0,0.0,528.0,186,155,899
282,전체,전라선,2017-09-01,30,14,16,0,0,11272,569056,14024871352,485717,1141889010,2249115563,868682.1612366851,25.30218993853801,61.984271333011925,0.0,391.0,129.0,36.0,2.0,482.0,186,164,896
283,전체,전라선,2017-10-01,31,13,18,4,3,11856,599203,16814700075,573037,1377835143,2367115307,910396.5359877162,29.22378594127719,57.7028551310429,0.0,321.0,202.0,156.0,10.0,357.0,195,173,926
284,전체,전라선,2017-11-01,30,12,18,0,0,11184,566695,15187791718,530055,1234930504,2245699150,863618.1057482805,27.657506984126957,57.819846219061624,0.0,289.0,199.0,0.0,0.0,488.0,192,162,894
285,전체,전라선,2017-12-01,31,15,16,1,0,11448,579702,15972061837,555367,1305096818,2295383239,895098.6891566158,29.448170612859727,56.856825272218316,0.0,251.0,203.0,0.0,2.0,452.0,185,171,914
286,전체,전라선,2018-01-01,31,12,19,1,0,11132,565517,14471035878,498336,1190322024,2253274850,902287.9289929256,27.154098410010487,60.25965551621081,0.0,196.0,239.0,0.0,2.0,433.0,168,168,894
287,전체,전라선,2018-02-01,28,12,16,3,3,10136,516670,14239456889,488331,1176682635,2044627305,817966.7737009032,26.401477065852323,50.58378651194855,0.0,122.0,244.0,70.0,18.0,278.0,126,126,812
288,전체,전라선,2018-03-01,31,14,17,1,0,11168,566734,14454161699,501359,1175664762,2241000995,898625.5603482826,27.15993933923251,62.25229854143665,0.0,61.0,329.0,0.0,11.0,379.0,138,138,896
289,전체,전라선,2018-04-01,30,13,17,0,0,10788,549707,15058120020,523538,1239582113,2175142465,866610.8268235774,28.266841439156835,55.75250874072555,0.0,139.0,321.0,0.0,6.0,454.0,133,133,866
290,전체,전라선,2018-05-01,31,12,19,3,0,11132,569105,16535407147,587686,1376934149,2252971065,878821.5898044492,31.701719681890825,53.87063745864388,0.0,149.0,384.0,0.0,2.0,531.0,137,137,894
291,전체,전라선,2018-06-01,30,14,16,1,0,10824,553670,14991762386,522039,1228432895,2188313910,862877.047256008,28.06492315570689,55.557630186741605,0.0,143.0,379.0,0.0,0.0,522.0,134,134,868
292,전체,전라선,2018-07-01,31,13,18,0,0,11132,565248,15324583272,516752,1252205482,2237863614,922458.88777724,28.16177671905118,57.407333269063436,0.0,189.0,334.0,0.0,16.0,507.0,137,137,894
293,전체,전라선,2018-08-01,31,13,18,1,0,11132,565795,16298765190,546389,1352063929,2240121753,926936.9991262392,29.81537125821513,52.63730774015533,0.0,195.0,335.0,0.0,0.0,530.0,137,137,894
294,전체,전라선,2018-09-01,30,14,16,3,3,11204,566113,16232300338,551745,1318754626,2233125233,887068.7225264361,28.92667529700794,53.675607221000305,0.0,198.0,272.0,78.0,22.0,370.0,137,137,908
295,전체,전라선,2018-10-01,31,12,19,2,0,11304,573004,16897690812,579432,1381933433,2272076085,907950.4041082027,31.012077289527078,53.32178816856984,0.0,173.0,338.0,0.0,26.0,485.0,137,137,918
296,전체,전라선,2018-11-01,30,13,17,0,0,10996,556581,16765051835,577515,1365778469,2204623635,876839.3977471311,30.719188388145618,51.03301710197877,0.0,163.0,328.0,0.0,26.0,465.0,133,133,892
297,전체,전라선,2018-12-01,31,14,17,1,0,11428,578809,16723154413,571417,1371419419,2288919512,910787.8435514523,30.304972114557447,53.96160957627063,0.0,171.0,342.0,0.0,30.0,483.0,139,139,926
298,전체,전라선,2019-01-01,31,12,19,1,0,11288,571708,15343573153,522929,1263329570,2267852173,910836.4024584874,28.180733858869367,56.843996871573374,0.0,158.0,319.0,0.0,0.0,477.0,136,136,916
299,전체,전라선,2019-02-01,28,12,16,3,3,10448,529625,15963188210,542758,1316603365,2088837125,825084.6485280591,28.580444049770783,45.4455161677121,0.0,196.0,215.0,89.0,2.0,320.0,128,128,846
300,전체,전라선,2019-03-01,31,15,16,1,0,11444,579537,15991257860,550801,1302380294,2291881909,903912.3246592802,29.100440683269696,57.832818712585485,0.0,160.0,321.0,0.0,0.0,481.0,139,139,928
301,전체,전라선,2019-04-01,30,12,18,0,0,10944,555458,16116240139,556220,1319510399,2202647794,874024.4453135986,29.67823710975064,52.58865685499189,0.0,156.0,320.0,0.0,0.0,476.0,132,132,888
302,전체,전라선,2019-05-01,31,13,18,3,0,11376,577415,17421820547,610897,1435307944,2285724777,890696.1871476077,32.421461545401634,51.65822564123964,0.0,165.0,316.0,0.0,2.0,479.0,138,138,922
303,전체,전라선,2019-06-01,30,14,16,1,0,11084,562293,16468048157,566056,1348163810,2222519303,876226.8840984518,29.959028550461554,51.069580052741806,0.0,165.0,310.0,0.0,2.0,473.0,135,135,898
304,전체,전라선,2019-07-01,31,12,19,0,0,11288,571789,16396366512,563637,1343095418,2268174639,900853.5057936063,30.405024087300387,53.766834107599024,0.0,162.0,311.0,0.0,0.0,473.0,136,136,916
305,전체,전라선,2019-08-01,31,14,17,1,0,11428,579252,18148802788,617988,1513398417,2290607866,909159.1630128046,32.95954271798072,47.645056583156105,0.0,181.0,314.0,0.0,2.0,493.0,139,139,926
306,전체,전라선,2019-09-01,30,13,17,3,3,11132,565074,16584803628,574611,1339217291,2233201690,864646.5096718866,30.260525032812502,52.25767486338819,0.0,207.0,251.0,65.0,12.0,381.0,135,135,904
307,전체,전라선,2019-10-01,31,12,19,2,0,11424,579145,17666533058,622202,1449281797,2291316322,880395.563130434,33.053336928003795,50.469566683129834,0.0,173.0,343.0,0.0,31.0,485.0,138,138,928
308,전체,전라선,2019-11-01,30,14,16,0,0,10508,533545,17104720518,606997,1389063402,2115672556,844326.119427457,33.998280800369166,47.33254483578306,0.0,172.0,326.0,0.0,32.0,466.0,131,131,851
309,전체,전라선,2019-12-01,31,13,18,1,0,11460,581358,17908968634,630776,1463466995,2299675109,879959.1559897764,33.37844056386364,50.283977339720956,0.0,186.0,324.0,0.0,36.0,474.0,140,140,935
310,전체,전라선,2020-01-01,31,13,18,4,3,11532,583789,17768528434,611546,1458706524,2307495553,899146.3488541638,32.285581583122244,49.988473072172404,0.0,200.0,269.0,65.0,0.0,404.0,139,139,939
311,전체,전라선,2020-02-01,29,13,16,0,0,10732,543990,11114249658,373049,883432271,2152773803,861902.7480738931,19.8760261110603,78.66833951101613,0.0,154.0,303.0,0.0,0.0,457.0,129,129,874
312,전체,전라선,2020-03-01,31,13,18,1,0,11340,573165,6483783894,223692,506240090,2275118783,895639.5279620046,12.081896416984447,144.5177615014987,0.0,244.0,272.0,0.0,0.0,516.0,135,135,925
313,전체,전라선,2020-04-01,30,12,18,1,0,10752,543875,8518241902,292093,672307675,2175638109,872343.4882802694,16.04477516217942,102.14597224942679,0.0,314.0,181.0,0.0,3.0,492.0,124,124,884
314,전체,전라선,2020-05-01,31,15,16,2,0,11212,566647,12401999024,421781,991278910,2264593483,907777.028836422,22.94912567203218,72.963302051341,0.0,263.0,249.0,0.0,6.0,506.0,129,129,924
315,전체,전라선,2020-06-01,30,12,18,1,0,10936,554446,11665072544,402778,925698688,2202531973,865011.2304108721,21.66930354770181,73.47220219744639,0.0,254.0,247.0,0.0,0.0,501.0,130,130,892
316,전체,전라선,2020-07-01,31,13,18,0,0,11396,577284,12725977228,443745,1039974320,2286371436,886605.9827810694,23.72808887180795,69.70580725153651,0.0,239.0,291.0,0.0,0.0,530.0,137,137,927
317,전체,전라선,2020-08-01,31,14,17,1,0,11512,583189,12361871676,423394,1025271235,2304035802,901258.8018972194,22.563166314961066,79.43078924762516,0.0,247.0,291.0,0.0,3.0,535.0,138,138,939
318,전체,전라선,2020-09-01,30,12,18,1,1,11568,586022,8624728370,305886,670909218,2284406147,842647.9554761627,15.62247634497195,106.91028018775557,0.0,254.0,307.0,26.0,6.0,529.0,162,162,961
319,전체,전라선,2020-10-01,31,14,17,4,2,11988,607138,12602028662,438460,992188871,2368106897,891240.2494728398,22.31463598222817,77.09511627841768,0.0,200.0,322.0,52.0,0.0,470.0,166,166,996
320,전체,전라선,2020-11-01,30,13,17,0,0,11548,585347,12651701920,450280,1005413264,2282029263,840152.2687777458,22.92007601615071,71.72843499287679,0.0,193.0,323.0,0.0,0.0,516.0,163,163,961
321,전체,전라선,2020-12-01,31,12,19,1,0,11800,597881,7909857466,285944,617632079,2337213052,856798.8430944151,14.855181365273854,119.84522008445632,0.0,194.0,350.0,0.0,0.0,544.0,164,164,980
322,전체,전라선,2021-01-01,31,15,16,1,0,11956,607124,8157349514,294300,631728398,2373225409,859838.1121332443,15.045067613037473,118.54417917568128,0.0,152.0,391.0,0.0,0.0,543.0,154,154,992
323,전체,전라선,2021-02-01,28,12,16,3,3,10904,552173,9773438288,342981,763446216,2153943535,795154.6378183891,17.395852669036277,82.26906905254945,0.0,199.0,243.0,75.0,0.0,367.0,140,140,908
324,전체,전라선,2021-03-01,31,12,19,1,0,11848,599535,11936389610,421455,927015809,2346129052,874659.2180517348,21.668017835471755,81.01720719424016,0.0,75.0,416.0,0.0,0.0,491.0,155,155,986
325,전체,전라선,2021-04-01,30,13,17,0,0,11532,583643,12607324290,439663,982014838,2280861508,856281.1810748724,22.426451986508738,72.16658536668396,0.0,107.0,391.0,0.0,0.0,498.0,150,150,959
326,전체,전라선,2021-05-01,31,14,17,3,0,11976,606481,14127994334,494595,1104745823,2368955659,882516.3713808282,25.127179505044577,68.19203681762049,0.0,283.0,267.0,0.0,0.0,550.0,155,155,997
327,전체,전라선,2021-06-01,30,12,18,1,0,11488,584763,13446299232,472599,1056571055,2288091516,850436.5600188634,24.08138346927698,67.02474620683705,0.0,273.0,257.0,0.0,0.0,530.0,150,150,956
328,전체,전라선,2021-07-01,31,14,17,0,0,11960,609117,12024856164,424063,949793330,2379811282,877068.5902200929,21.518645639019375,79.21516707545946,0.0,274.0,265.0,0.0,0.0,539.0,155,155,995
329,전체,전라선,2021-08-01,31,13,18,1,0,12900,660792,12868128558,447226,1016931952,2594406871,889761.1561739281,20.96051415389727,80.09327956053697,0.0,225.0,464.0,0.0,0.0,689.0,155,155,1115
330,전체,전라선,2021-09-01,30,12,18,3,3,12652,647605,12443640900,435043,963251488,2537255477,856099.4753238427,20.12333618078921,80.531776469958,0.0,132.0,449.0,120.0,0.0,461.0,150,150,1094
331,전체,전라선,2021-10-01,31,15,16,2,0,13012,662547,15807376730,553860,1243293500,2595889549,881735.0963450653,25.75618892237627,66.66532613398283,0.0,138.0,507.0,0.0,0.0,645.0,155,155,1124
332,전체,전라선,2021-11-01,30,12,18,0,0,12448,633960,16484726740,586500,1301634217,2489656544,839690.5392236941,27.480328184594,59.93969668356195,0.0,33.0,559.0,0.0,0.0,592.0,150,150,1076
333,전체,전라선,2021-12-01,31,13,18,1,0,12884,656477,15317600010,543202,1207024049,2576496608,871411.9041455581,25.487274122625937,68.11158148710955,0.0,47.0,575.0,0.0,0.0,622.0,155,155,1113
334,전체,전라선,2022-01-01,31,14,17,2,1,12556,639061,13833768766,485751,1087493371,2502402709,881004.9381179335,23.685373730644777,72.99874754769895,0.0,101.0,464.0,80.0,0.0,485.0,155,155,1067
335,전체,전라선,2022-02-01,28,12,16,2,2,11792,600415,12137263720,422889,955592629,2352333832,801745.4476233362,19.71830627311131,69.87982790947505,0.0,55.0,490.0,40.0,0.0,505.0,140,140,1019
336,전체,전라선,2022-03-01,31,12,19,1,0,12840,653475,12492368070,445316,967759980,2567642458,865704.955398246,21.00430078022275,85.21068652821674,0.0,15.0,575.0,0.0,0.0,590.0,155,155,1110
337,전체,전라선,2022-04-01,30,14,16,0,0,12560,639714,16266192986,579374,1275030863,2508298574,839005.4999920086,26.909162244406193,61.73022629470687,0.0,27.0,531.0,0.0,0.0,558.0,150,150,1085
338,전체,전라선,2022-05-01,31,13,18,3,0,12900,656766,19419666122,707716,1549204937,2578570654,849730.2054324418,33.08740289223157,53.82823680208161,0.0,36.0,539.0,0.0,0.0,575.0,155,155,1115
339,전체,전라선,2022-06-01,30,12,18,1,0,12448,634177,18647452374,665053,1494106118,2491135305,840451.1996518093,31.219520800748274,51.51001930493169,0.0,44.0,520.0,0.0,0.0,564.0,150,150,1076
340,전체,전라선,2022-07-01,31,15,16,0,0,13012,663012,19798297408,693723,1593999352,2598447257,883576.0711938085,32.241374157317495,51.77317784945669,0.0,68.0,525.0,0.0,0.0,593.0,155,155,1124
341,전체,전라선,2022-08-01,31,12,19,1,0,12840,649124,19917444038,686650,1620595992,2550100084,898321.3360931269,32.67896049862596,49.47877732175696,0.0,195.0,355.0,0.0,0.0,550.0,155,155,1110
342,전체,전라선,2022-09-01,30,13,17,3,3,12524,632158,18803463162,671762,1489480265,2474888889,837404.217470428,31.517966710560202,52.24768212389795,0.0,159.0,347.0,80.0,0.0,426.0,150,150,1083
343,전체,전라선,2022-10-01,31,14,17,2,0,13000,656698,21009800836,753752,1683859089,2573396530,863953.4657470972,35.28533858770168,48.897840195121624,0.0,101.0,450.0,0.0,4.0,547.0,155,155,1125
344,전체,전라선,2022-11-01,30,12,18,0,0,12324,623065,19274454004,692262,1536573360,2447358842,835762.8884908921,32.96232956848625,49.428573917283444,0.0,99.0,425.0,0.0,0.0,524.0,149,149,1063
345,전체,전라선,2022-12-01,31,14,17,1,0,12952,654556,20160677740,717034,1602301515,2566422646,872146.7810264395,33.77006529652691,50.73574852122188,0.0,126.0,431.0,0.0,0.0,557.0,155,155,1119
346,전체,전라선,2023-01-01,31,13,18,4,3,13036,658445,19986889364,700832,1603631797,2579899260,883174.0436144441,32.81100432078303,50.86796329626033,0.0,159.0,366.0,80.0,0.0,445.0,155,155,1127
347,전체,전라선,2023-02-01,28,12,16,0,0,11664,589354,18929615356,675382,1533401199,2312462485,785194.7957117207,31.95689406831007,42.83733876430696,0.0,85.0,404.0,0.0,0.0,489.0,140,140,1008
348,전체,전라선,2023-03-01,31,13,18,1,0,12884,650886,19329996800,694805,1537080706,2556940997,862431.2716862729,32.83567258464687,53.06146472899259,0.0,92.0,449.0,0.0,0.0,541.0,155,155,1113
349,전체,전라선,2023-04-01,30,14,16,0,0,12576,634667,20474653588,733238,1642698354,2490427525,837130.3067820617,34.40042618560326,46.67529643036655,0.0,77.0,435.0,0.0,0.0,512.0,150,150,1087
350,전체,전라선,2023-05-01,31,12,19,3,0,25680,1296690,42346010380,1534990,3428887968,5098835164,856130.6140950002,36.493489861159844,47.0141110478467,0.0,150.0,896.0,0.0,0.0,1046.0,155,155,2220
351,전체,전라선,2023-06-01,30,13,17,1,0,12492,630809,20013338038,712496,1601819953,2477173841,842490.6191086939,33.69803114171598,47.195554698653666,0.0,164.0,372.0,0.0,0.0,536.0,150,150,1079
352,전체,전라선,2023-07-01,31,14,17,0,0,11992,605719,18431076548,648470,1470918649,2382274464,859886.6074146387,32.15012750657564,63.757954136338284,0.0,82.0,426.0,0.0,0.0,508.0,149,147,1039
353,전체,전라선,2023-08-01,31,12,19,1,0,12690,640990,20889646346,729354,1689548204,2520414726,886613.8275824902,34.959982129772996,47.62311654048792,0.0,89.0,441.0,0.0,0.0,530.0,154,154,1095
354,전체,전라선,2023-09-01,30,14,16,3,3,13836,710689,20536875954,745932,1623443334,2688127635,824755.6297443707,31.46328282040742,51.78355442740221,0.0,210.0,406.0,68.0,0.0,548.0,149,149,1112
355,전체,전라선,2023-10-01,31,13,18,2,0,14840,762011,23228593522,840753,1860814541,2871677063,856895.8384809534,33.90790741607837,49.391693587894615,0.0,121.0,444.0,49.0,0.0,516.0,155,155,1200
356,전체,전라선,2023-11-01,30,12,18,0,0,13708,700814,21117923612,773778,1674565136,2673858707,819108.3704985926,32.76900465095758,49.67638255634685,0.0,88.0,512.0,0.0,53.0,547.0,150,150,1146
357,전체,전라선,2023-12-01,31,15,16,1,0,14208,726907,22164945978,805939,1761558594,2775613898,853154.8185223729,34.13570183213907,50.139326990559,0.0,108.0,539.0,0.0,6.0,641.0,155,155,1196
358,전체,전라선,2024-01-01,31,12,19,1,0,14020,723983,20345962014,732365,1621571620,2769357604,860470.205589589,31.17157168845744,53.96505279247236,0.0,60.0,579.0,0.0,0.0,639.0,155,155,1180
359,전체,전라선,2024-02-01,29,12,17,4,4,13300,686330,21321846478,772313,1716561874,2620449509,800558.359734525,32.51305743298163,45.07247610981226,0.0,134.0,448.0,95.0,1.0,486.0,145,145,1120
360,전체,전라선,2024-03-01,31,15,16,1,0,14208,733111,21117278560,773749,1673003130,2798838980,844462.5274889538,32.37031863443685,54.3246506077996,0.0,45.0,581.0,0.0,0.0,626.0,155,155,1196
361,전체,호남선,2015-01-01,31,14,17,1,0,15824,764029,14696394300,548361,1341555631,2981704029,828743.1521716578,22.164990522540542,70.71258187404837,0.0,761.0,0.0,0.0,203.0,558.0,155,155,1330
362,전체,호남선,2015-02-01,28,12,16,3,3,14392,697328,14992460000,540367,1350173489,2721606020,769117.0563647961,21.5743642661333,60.72542768307073,0.0,661.0,0.0,120.0,145.0,396.0,140,140,1206
363,전체,호남선,2015-03-01,31,13,18,1,0,15792,765192,14193589600,545047,1285269071,2986715369,802509.5759908654,21.953044889328613,75.63514289160824,0.0,762.0,0.0,0.0,204.0,558.0,155,155,1328
364,전체,호남선,2015-04-01,30,12,18,0,0,18000,866251,23653992900,725783,1696720018,2907273001,971601.1693970552,24.831233520852717,53.60609751019741,0.0,735.0,0.0,0.0,9.0,726.0,179,179,1856
365,전체,호남선,2015-05-01,31,15,16,3,0,19092,924170,27114746800,843698,1976057216,3083223229,995968.7955342595,28.022664818104857,50.076054788745175,0.0,770.0,0.0,0.0,11.0,759.0,186,186,1962
366,전체,호남선,2015-06-01,30,12,18,1,0,18112,866614,17635429300,537738,1230089891,2903085363,982847.248971621,18.598569858153223,71.81851283832216,0.0,760.0,0.0,0.0,18.0,742.0,180,180,1880
367,전체,호남선,2015-07-01,31,13,18,0,0,18896,908574,22753169400,691343,1611899006,3057227993,1022203.3225250525,23.52402691335575,59.68874441187371,0.0,643.0,264.0,0.0,63.0,844.0,186,186,1964
368,전체,호남선,2015-08-01,31,14,17,1,0,21594,1057703,25586837300,783978,1847799245,3538449555,1010868.5589556835,22.934148129864116,60.92695742656718,0.0,36.0,800.0,0.0,0.0,836.0,186,186,2016
369,전체,호남선,2015-09-01,30,12,18,3,3,21536,1073832,27096637200,839025,1908126236,3587581828,961875.3547136895,23.16809152670043,59.83757352655606,0.0,169.0,656.0,130.0,28.0,667.0,180,180,1990
370,전체,호남선,2015-10-01,31,14,17,2,0,21568,1062858,28211553100,884729,1997162531,3555883053,986194.7351440957,25.719197269641363,57.3227223929418,0.0,29.0,803.0,0.0,2.0,830.0,186,186,2014
371,전체,호남선,2015-11-01,30,13,17,0,0,20848,1028944,27885576424,874357,1972904695,3442988427,952581.1924195109,25.390158318384323,54.88183761780357,0.0,40.0,772.0,0.0,0.0,812.0,180,180,1946
372,전체,호남선,2015-12-01,31,12,19,1,0,21520,1061395,27365936790,860914,1949895165,3552629441,983468.9206968673,25.079473841034773,58.34133427813969,0.0,51.0,801.0,0.0,0.0,852.0,186,186,2008
373,전체,호남선,2016-01-01,31,15,16,1,0,21604,1067792,26711735618,812313,1917741731,3570640678,1019663.6401731686,23.548026370605374,59.04327726023554,0.0,67.0,777.0,0.0,2.0,842.0,186,186,2016
374,전체,호남선,2016-02-01,29,12,17,3,3,20544,1015690,26863070445,806905,1919937588,3392936394,963566.759908758,22.942694428454274,53.116920822520626,0.0,244.0,575.0,158.0,28.0,633.0,174,174,1914
375,전체,호남선,2016-03-01,31,12,19,1,0,21520,1062166,25334411643,780649,1799176744,3553685766,1006461.3797513323,22.728839608098742,63.520727193497926,0.0,280.0,704.0,0.0,0.0,984.0,186,186,2008
376,전체,호남선,2016-04-01,30,14,16,0,0,20960,1034004,27842053480,854434,1991800825,3456390672,977324.9629293683,24.707485539736084,54.395726932001374,0.0,274.0,681.0,0.0,6.0,949.0,180,180,1960
377,전체,호남선,2016-05-01,31,13,18,3,0,22352,1105098,29905532590,922048,2148575124,3690249470,1006579.4091902499,25.642215645379828,55.783393436086754,0.0,316.0,702.0,0.0,19.0,999.0,186,186,2064
378,전체,호남선,2016-06-01,30,12,18,1,0,21708,1072698,27144793217,829401,1936321463,3588167184,981563.60435699,22.98399222994599,57.64818098167519,0.0,288.0,674.0,0.0,2.0,960.0,180,180,1950
379,전체,호남선,2016-07-01,31,15,16,0,0,22528,1113570,27768759770,846901,1988713072,3724988546,1017258.576982568,23.437765387783116,59.43163195946033,0.0,297.0,696.0,0.0,0.0,993.0,186,186,2014
380,전체,호남선,2016-08-01,31,12,19,1,0,22396,1106178,28077953460,855647,2026727579,3700582850,1017089.1927254968,23.85969584880057,57.751788601576706,0.0,294.0,701.0,0.0,2.0,993.0,186,186,2014
381,전체,호남선,2016-09-01,30,13,17,3,3,22304,1104016,30110862908,911432,2130085192,3685935008,987655.8545612533,24.476063739644108,54.1358894181338,0.0,399.0,539.0,156.0,12.0,770.0,180,180,1976
382,전체,호남선,2016-10-01,31,14,17,2,0,22448,1112144,31277856280,975999,2224805407,3720133458,992570.4362031536,26.97759746461726,53.929231684360126,0.0,323.0,699.0,0.0,0.0,1022.0,186,186,2012
383,전체,호남선,2016-11-01,30,12,18,0,0,21600,1070352,30291519197,943739,2142144773,3581711456,962285.852072452,26.167643694727367,52.67198852992362,0.0,304.0,691.0,0.0,0.0,995.0,185,185,1944
384,전체,호남선,2016-12-01,31,14,17,1,0,20352,1005761,23966976092,743230,1719981868,3317448526,999866.1817058725,23.01637202447945,61.970897710849,0.0,149.0,688.0,0.0,8.0,829.0,228,232,1706
385,전체,호남선,2017-01-01,31,13,18,4,3,22552,1113850,25323730067,771376,1824859321,3652011923,1014758.4189343221,21.27707217823085,65.19982523781756,0.0,175.0,604.0,125.0,18.0,636.0,248,248,1804
386,전체,호남선,2017-02-01,28,12,16,0,0,20126,994137,21595326648,676435,1567317896,3258572480,895471.1893288648,18.95890479500843,59.76726876332214,0.0,31.0,659.0,0.0,0.0,690.0,224,224,1616
