Topic Number,제목
35,장흥군 치매안심센터 치매환자 전담 1대 1 프로그램 운영
35,재택환자 85 건강 모니터링 중단 의료물품도 직접 챙겨야
36,굶어 죽고 병들어 죽고 얼어 죽고 맞아 죽은 모든 불쌍한 영혼을 구원하여 주옵소서
36,성동구 led 횡단보도로 차량 정지선위반 70 양천구 장애인 주차구역 음성 알리미 효과만점
36,qna하루가 멀다하고 바뀌는 방역 체계 백신 미접종자도 확진시 격리기간 7일로 단축
36,하이트진로 복지기관에 차량 6대 기증 어르신 장애인 이동 편의성 증대
36,현대 업계서 사회공헌 정보량 가장 많아 2위 롯데 3위 신세계
36,국정기획위 통신비 인하 대상 취약계층 이통3사 이미 혜택 제공
36,sk es가 펼치는 따듯한 겨울 위한 행복나눔 릴레이 주목
36,김보라 안성시장 피해 복구를 위해 모든 행정력 총 동원할
36,뉴있저 백혈병을 앓던 청년의 유언장우리 빛이 되어 다시 만나자
36,폭염에 밭일하다 체온 43도까지 전국 곳곳 온열질환 사망 속출
37,국민생명 지키기 프로젝트 자살 전수조사 생명지킴이 100만명 우울증 검진 40 50 60 70세 의무화
37,29번 5일부터 증상 발현종로 병원 2곳 약국 2곳 총 12번 방문 114명 접촉
37,여기는 중국  당국 쉬쉬하며 삭제 상하이 코로나 사망자 명단 sns 확산
37,2020 경제정책 방향 인구변화 대응 출산 보육 지원 신혼부부에 6만7000가구 공급
37,흐릿한 쪽지문의 시그널 12년 전 강릉 70대 독거노인 살인사건 용의자 검거
37,함소원진화 마스크 1만개 기부신종 코로나 확산 방지 위한 뜻깊은 선행
37,사설 하루 만에 22명 확진 강력한 지역사회 감염 차단책 나와야
37,komca 클린 데이 한음저협 추가열 회장임직원 북한산 환경 정화 활동
37,살기좋은 서울 지자체 복지 빈틈 막아라 서울시 위기가구 찾고 찾는다
37,평소엔 말벗 돼주고 위급땐 신고 경남 독거노인 깐부 된 ai스피커
38,팍팍해진 삶의 질 gdp 반도 되는 삶의 질 증가율 주거 고용 임금 실제 삶 개선 미미
38,et 국민 5명중 1명 코로나19 확진 많이 아프지 않고 후유증 없이 나으려면
38,실질 gdp 28 넘게 늘었는데 10년간 삶의 질 개선 118 그쳐
38,무주 일가족 6명 사상 보일러 연통 끝 막혀 가스 실내 유입
38,이다희 ebs 다큐 60세 미만 출입금지 내레이션 출연료 전액 기부
38,소외계층 여성의 당당한 삶 응원 남영비비안 유방암 전용속옷 지원
38,뉴욕주 환자 나흘만에 곱절  나흘 만에 신규 발생 최저
38,참기름 돈 없어서 6 25 참전용사 반찬거리 훔치다 체포
38,가정폭력 피해자에 안전조치 자녀 사건 수임  탈북민 52명 지원
38,리포터공동기획우리 동네 케이크 맛집달콤한 위로의 선물 이곳에서 준비하세요
39,아침 신문 보기 탑골공원 문 닫고 무료급식소 열어 갈 곳 먹을 곳 다 앗아간 신종 코로나
39,코로나19 정세균 총리 29번 확진자 발생 엄중하게 인식 추가 감염 차단에 역량 집중
39,유니클로 2017 서울에너지복지 나눔대상 서울특별시장 표창 수상 히트텍 9천 장 기부
39,인권변호사 출신 시민운동가 3선 서울시장 넘어 대권 꿈꾸다 허망한 마감
39,독거노인 찔러 뺏어간 돈 50만원 30대 무직 생활비 없어서
39,중랑구 폭염 예방 그늘막 5개소 추가설치 총 93개소 운영
39,오뚜기 심장병 어린이 4300명 새 생명 찾게 수술 지원
39,강추위 속 전국 곳곳에 화재 90대 독거노인 사망
39,경기도 긴급복지 핫라인 개설 41일 만에 218명 지원
39,농심 사랑의 신라면 기부 10년 소외 이웃에 온정
40,장애 고난 극복하면 약자 위해 살겠다고 하나님께 드린 서약 지키느라 행복해요
40,kt 로봇 케어 교육 ai 사업 확대 5년간 7조원 투자
40,남은 삶 무의미 존엄한 죽음 맞고싶다 국민 76 안락사 동의
40,수출입은행 다문화 탈북 가정에 희망을 취업 교육 지원 정착 도와
40,한림대동탄성심병원 교직원들 끼 나눔 기금으로 어려운 환자 치료비 지원
40,성인 10명 중 3명 고혈압 14년새 환자 194배 늘어
40,메디컬 인사이드 1분 1초가 급한 뇌졸중 시간이 금입니다
40,한울타리 이주화 서울특별시장상 네티즌 연기에 반했는데 봉사활동까지
40,나눔 베푼 우리동네 사장님 16명에 서울시장 표창
40,딸들의 분노 이해하려 페미니즘 공부 아빠들이 뭉쳤다
41,자문위 3월 누적 1800만명 확진 6개월 후 면역력 낮아져 코로나 새 유행 대비해야
41,국가에 헌신한 분인데  반찬 훔치다 잡힌 노인 알고보니 6 25 참전용사
41,최악 폭염에 개학 초 중 고 냉방비 지원 하교 시간도 조정
41,선행 커플 신민아 김우빈 수재민 위해 나란히 5000만 원씩 기부
41,송학식품 사단법인 파주천사와 2020년 첫 연탄 나눔 봉사 활동 가져
41,정부 ai 스타트업 위해 데이터와 고성능 컴퓨터 무상 제공
41,이왕구의 이슈밀착 조두순 출소 d66 그는 다시 범죄를 저지를까
41,생활고 시달리던 독거노인 분신 후 사망 정부는 몰랐다
41,서울아산병원 임직원들 월급 끝전 모아 10년간 14억 기부
41,34여년 공공보육 헌신한 임진숙씨 국민훈장 석류장 김인숙씨 국민포장
